Year,Single-Year Age,Deaths,Population,Crude Rate
2013,19,10,4376606,Unreliable
2013,20,7,4445721,Unreliable
2013,21,23,4568663,0.503
2013,22,23,4655731,0.494
2013,23,19,4652806,Unreliable
2013,24,39,4472517,0.872
2013,25,45,4372201,1.029
2013,26,72,4300520,1.674
2013,27,71,4322247,1.643
2013,28,97,4360245,2.225
2013,29,94,4224985,2.225
2013,30,129,4294831,3.004
2013,31,112,4297330,2.606
2013,32,165,4254331,3.878
2013,33,142,4342738,3.27
2013,34,164,4075159,4.024
2013,35,204,3996723,5.104
2013,36,193,3957642,4.877
2013,37,243,3842679,6.324
2013,38,257,3964301,6.483
2013,39,261,3842425,6.793
2013,40,291,3904767,7.452
2013,41,320,4084927,7.834
2013,42,411,4323573,9.506
2013,43,441,4380926,10.066
2013,44,510,4154727,12.275
2013,45,571,4070408,14.028
2013,46,601,4076903,14.742
2013,47,650,4156273,15.639
2013,48,773,4409800,17.529
2013,49,881,4494922,19.6
2013,50,1006,4494482,22.383
2013,51,1008,4489236,22.454
2013,52,1127,4547907,24.781
2013,53,1140,4589261,24.841
2013,54,1057,4438340,23.815
2013,55,1154,4415162,26.137
2013,56,1180,4369543,27.005
2013,57,1129,4215577,26.782
2013,58,1081,4181408,25.853
2013,59,954,4012740,23.774
2013,60,1001,3862796,25.914
2013,61,937,3715993,25.215
2013,62,871,3603520,24.171
2013,63,821,3519231,23.329
2013,64,806,3420461,23.564
2013,65,695,3391067,20.495
2013,66,672,3534440,19.013
2013,67,491,2604610,18.851
2013,68,413,2569911,16.071
2013,69,415,2508689,16.543
2013,70,379,2569502,14.75
2013,71,334,2238499,14.921
2013,72,279,2044846,13.644
2013,73,268,1934570,13.853
2013,74,239,1820632,13.127
2013,75,245,1743415,14.053
2013,76,187,1607329,11.634
2013,77,172,1534778,11.207
2013,78,170,1471162,11.555
2013,79,129,1321197,9.764
2013,80,129,1277377,10.099
2013,81,107,1219160,8.777
2013,82,92,1160321,7.929
2013,83,84,1111120,7.56
2013,84,74,1000660,7.395
2014,16,2,4167234,Unreliable
2014,17,6,4184706,Unreliable
2014,18,11,4225590,Unreliable
2014,19,13,4326394,Unreliable
2014,20,9,4418887,Unreliable
2014,21,17,4489746,Unreliable
2014,22,22,4612322,0.477
2014,23,26,4698584,0.553
2014,24,37,4692635,0.788
2014,25,63,4509594,1.397
2014,26,59,4406472,1.339
2014,27,82,4332545,1.893
2014,28,111,4351851,2.551
2014,29,116,4387476,2.644
2014,30,119,4250780,2.799
2014,31,164,4318706,3.797
2014,32,146,4320072,3.38
2014,33,180,4276113,4.209
2014,34,197,4362895,4.515
2014,35,206,4094039,5.032
2014,36,189,4014413,4.708
2014,37,249,3974190,6.265
2014,38,238,3859181,6.167
2014,39,292,3979827,7.337
2014,40,308,3856888,7.986
2014,41,386,3917413,9.853
2014,42,420,4095929,10.254
2014,43,468,4332491,10.802
2014,44,503,4388762,11.461
2014,45,538,4161450,12.928
2014,46,572,4076237,14.033
2014,47,691,4082150,16.927
2014,48,764,4158996,18.37
2014,49,871,4409209,19.754
2014,50,936,4491431,20.84
2014,51,1036,4488666,23.08
2014,52,1159,4480175,25.87
2014,53,1087,4535748,23.965
2014,54,1226,4574789,26.799
2014,55,1194,4421625,27.004
2014,56,1247,4395471,28.37
2014,57,1229,4347179,28.271
2014,58,1169,4191757,27.888
2014,59,1081,4155417,26.014
2014,60,1044,3985367,26.196
2014,61,1077,3834428,28.088
2014,62,916,3685822,24.852
2014,63,954,3572379,26.705
2014,64,849,3488136,24.34
2014,65,759,3384449,22.426
2014,66,702,3347776,20.969
2014,67,659,3485502,18.907
2014,68,475,2572527,18.464
2014,69,451,2535012,17.791
2014,70,404,2466485,16.38
2014,71,394,2519748,15.636
2014,72,280,2194234,12.761
2014,73,282,2002191,14.085
2014,74,250,1890366,13.225
2014,75,221,1774697,12.453
2014,76,217,1694648,12.805
2014,77,204,1557239,13.1
2014,78,160,1481505,10.8
2014,79,133,1414235,9.404
2014,80,120,1264072,9.493
2014,81,106,1216009,8.717
2014,82,105,1153634,9.102
2014,83,89,1090465,8.162
2014,84,79,1036186,7.624
2015,16,5,4184296,Unreliable
2015,17,5,4194286,Unreliable
2015,18,10,4217995,Unreliable
2015,19,10,4262584,Unreliable
2015,20,17,4363440,Unreliable
2015,21,10,4456790,Unreliable
2015,22,21,4529472,0.464
2015,23,26,4652266,0.559
2015,24,51,4737345,1.077
2015,25,53,4729564,1.121
2015,26,66,4544416,1.452
2015,27,85,4439766,1.915
2015,28,114,4364669,2.612
2015,29,136,4383139,3.103
2015,30,137,4417209,3.102
2015,31,188,4278233,4.394
2015,32,205,4343614,4.72
2015,33,219,4341754,5.044
2015,34,215,4294838,5.006
2015,35,259,4379404,5.914
2015,36,253,4108775,6.158
2015,37,271,4028403,6.727
2015,38,296,3987141,7.424
2015,39,315,3870862,8.138
2015,40,325,3989839,8.146
2015,41,381,3865228,9.857
2015,42,431,3924258,10.983
2015,43,476,4100708,11.608
2015,44,536,4335165,12.364
2015,45,629,4389345,14.33
2015,46,673,4160573,16.176
2015,47,673,4073685,16.521
2015,48,769,4077689,18.859
2015,49,908,4152552,21.866
2015,50,995,4400288,22.612
2015,51,1057,4479664,23.596
2015,52,1179,4474344,26.35
2015,53,1176,4463494,26.347
2015,54,1261,4516527,27.92
2015,55,1257,4553385,27.606
2015,56,1233,4399120,28.028
2015,57,1267,4371245,28.985
2015,58,1312,4320522,30.367
2015,59,1200,4163670,28.821
2015,60,1150,4125792,27.873
2015,61,1044,3954601,26.4
2015,62,1082,3801935,28.459
2015,63,1047,3651393,28.674
2015,64,953,3536156,26.95
2015,65,842,3450043,24.405
2015,66,724,3344134,21.65
2015,67,687,3304187,20.792
2015,68,655,3436357,19.061
2015,69,496,2532747,19.583
2015,70,448,2492490,17.974
2015,71,380,2421191,15.695
2015,72,408,2469605,16.521
2015,73,308,2146052,14.352
2015,74,307,1953711,15.714
2015,75,220,1839823,11.958
2015,76,232,1722041,13.472
2015,77,212,1639085,12.934
2015,78,188,1500813,12.527
2015,79,153,1422071,10.759
2015,80,144,1351196,10.657
2015,81,129,1201044,10.741
2015,82,90,1148948,7.833
2015,83,91,1082562,8.406
2015,84,98,1015591,9.65
2016,16,6,4265224,Unreliable
2016,17,2,4205001,Unreliable
2016,18,7,4219303,Unreliable
2016,19,11,4243480,Unreliable
2016,20,9,4286221,Unreliable
2016,21,19,4386854,Unreliable
2016,22,21,4480904,0.469
2016,23,41,4552952,0.901
2016,24,39,4674097,0.834
2016,25,54,4758352,1.135
2016,26,87,4747254,1.833
2016,27,99,4559206,2.171
2016,28,120,4451507,2.696
2016,29,140,4374565,3.2
2016,30,174,4392155,3.962
2016,31,192,4423807,4.34
2016,32,221,4283076,5.16
2016,33,229,4345786,5.269
2016,34,275,4341535,6.334
2016,35,272,4293125,6.336
2016,36,270,4375562,6.171
2016,37,317,4103498,7.725
2016,38,351,4022119,8.727
2016,39,321,3979601,8.066
2016,40,340,3862150,8.803
2016,41,397,3979596,9.976
2016,42,422,3854553,10.948
2016,43,495,3912307,12.652
2016,44,534,4087645,13.064
2016,45,609,4319616,14.098
2016,46,680,4371961,15.554
2016,47,683,4142964,16.486
2016,48,731,4055074,18.027
2016,49,826,4058008,20.355
2016,50,954,4131293,23.092
2016,51,1035,4375892,23.652
2016,52,1097,4452636,24.637
2016,53,1262,4445605,28.388
2016,54,1292,4433630,29.141
2016,55,1280,4484565,28.542
2016,56,1350,4518758,29.875
2016,57,1331,4362807,30.508
2016,58,1298,4332953,29.956
2016,59,1320,4281025,30.834
2016,60,1258,4123968,30.505
2016,61,1231,4083962,30.142
2016,62,1159,3911429,29.631
2016,63,1112,3757382,29.595
2016,64,976,3606295,27.064
2016,65,910,3490890,26.068
2016,66,810,3403647,23.798
2016,67,754,3295266,22.881
2016,68,664,3251936,20.419
2016,69,655,3378344,19.388
2016,70,464,2487211,18.655
2016,71,435,2445650,17.787
2016,72,406,2371252,17.122
2016,73,419,2413647,17.36
2016,74,305,2092487,14.576
2016,75,284,1900211,14.946
2016,76,236,1784266,13.227
2016,77,224,1664566,13.457
2016,78,181,1578915,11.464
2016,79,163,1439937,11.32
2016,80,159,1358260,11.706
2016,81,128,1284298,9.967
2016,82,128,1135109,11.276
2016,83,101,1079082,9.36
2016,84,77,1008890,7.632
2017,16,1,4222691,Unreliable
2017,17,4,4296575,Unreliable
2017,18,10,4241226,Unreliable
2017,19,14,4256608,Unreliable
2017,20,9,4276745,Unreliable
2017,21,14,4318304,Unreliable
2017,22,15,4420763,Unreliable
2017,23,26,4515308,0.576
2017,24,40,4587515,0.872
2017,25,50,4708854,1.062
2017,26,65,4794326,1.356
2017,27,94,4784135,1.965
2017,28,113,4595406,2.459
2017,29,132,4487739,2.941
2017,30,159,4410631,3.605
2017,31,193,4425408,4.361
2017,32,230,4453718,5.164
2017,33,248,4310977,5.753
2017,34,264,4371478,6.039
2017,35,322,4364947,7.377
2017,36,292,4313987,6.769
2017,37,337,4394351,7.669
2017,38,350,4120468,8.494
2017,39,371,4038244,9.187
2017,40,368,3994423,9.213
2017,41,415,3875738,10.708
2017,42,484,3990700,12.128
2017,43,433,3863455,11.208
2017,44,487,3919057,12.426
2017,45,633,4091579,15.471
2017,46,717,4320583,16.595
2017,47,791,4370964,18.097
2017,48,795,4140010,19.203
2017,49,826,4050722,20.391
2017,50,910,4051078,22.463
2017,51,983,4121394,23.851
2017,52,1074,4363205,24.615
2017,53,1242,4437426,27.989
2017,54,1263,4427991,28.523
2017,55,1371,4413266,31.065
2017,56,1396,4461346,31.291
2017,57,1351,4493573,30.065
2017,58,1309,4335891,30.19
2017,59,1268,4303880,29.462
2017,60,1329,4249921,31.271
2017,61,1211,4091662,29.597
2017,62,1197,4050159,29.554
2017,63,1191,3875907,30.728
2017,64,1072,3720053,28.817
2017,65,954,3567978,26.738
2017,66,899,3451069,26.05
2017,67,764,3361747,22.726
2017,68,671,3251249,20.638
2017,69,668,3204338,20.847
2017,70,632,3324662,19.009
2017,71,475,2443843,19.437
2017,72,381,2399286,15.88
2017,73,394,2321473,16.972
2017,74,378,2357801,16.032
2017,75,272,2039236,13.338
2017,76,245,1847158,13.264
2017,77,215,1729114,12.434
2017,78,227,1607240,14.124
2017,79,154,1518513,10.142
2017,80,150,1378494,10.881
2017,81,143,1293831,11.052
2017,82,115,1216640,9.452
2017,83,103,1068110,9.643
2017,84,90,1008215,8.927
2018,16,4,4130744,Unreliable
2018,17,1,4241936,Unreliable
2018,18,5,4319722,Unreliable
2018,19,12,4263601,Unreliable
2018,20,10,4273822,Unreliable
2018,21,16,4292514,Unreliable
2018,22,20,4334743,0.461
2018,23,20,4438724,0.451
2018,24,37,4533776,0.816
2018,25,42,4606281,0.912
2018,26,75,4728714,1.586
2018,27,105,4813980,2.181
2018,28,124,4801711,2.582
2018,29,148,4611070,3.21
2018,30,169,4501282,3.754
2018,31,213,4421549,4.817
2018,32,241,4433749,5.436
2018,33,263,4461246,5.895
2018,34,295,4318192,6.832
2018,35,315,4376401,7.198
2018,36,346,4366923,7.923
2018,37,360,4313086,8.347
2018,38,373,4391406,8.494
2018,39,408,4115771,9.913
2018,40,456,4031314,11.311
2018,41,454,3986156,11.389
2018,42,428,3866067,11.071
2018,43,496,3979609,12.464
2018,44,511,3851155,13.269
2018,45,606,3904041,15.522
2018,46,640,4074459,15.708
2018,47,788,4301318,18.32
2018,48,836,4349714,19.22
2018,49,874,4117603,21.226
2018,50,867,4026474,21.532
2018,51,959,4025069,23.826
2018,52,1006,4094079,24.572
2018,53,1111,4333375,25.638
2018,54,1305,4405567,29.622
2018,55,1362,4393983,30.997
2018,56,1431,4377130,32.693
2018,57,1475,4422810,33.35
2018,58,1446,4453038,32.472
2018,59,1407,4294024,32.766
2018,60,1304,4259361,30.615
2018,61,1255,4202894,29.86
2018,62,1243,4043396,30.741
2018,63,1255,4000235,31.373
2018,64,1124,3825765,29.38
2018,65,1042,3669600,28.395
2018,66,1007,3516436,28.637
2018,67,872,3398755,25.656
2018,68,715,3307833,21.615
2018,69,682,3194269,21.351
2018,70,617,3144466,19.622
2018,71,647,3260552,19.843
2018,72,417,2392283,17.431
2018,73,388,2344633,16.548
2018,74,380,2263489,16.788
2018,75,369,2293604,16.088
2018,76,314,1978012,15.875
2018,77,246,1786181,13.772
2018,78,205,1666402,12.302
2018,79,183,1542867,11.861
2018,80,163,1451583,11.229
2018,81,123,1311488,9.379
2018,82,107,1224165,8.741
2018,83,105,1143669,9.181
2018,84,99,996403,9.936
2019,16,2,4150420,Unreliable
2019,17,5,4142425,Unreliable
2019,18,17,4255827,Unreliable
2019,19,11,4330439,Unreliable
2019,20,8,4269683,Unreliable
2019,21,20,4278323,0.467
2019,22,26,4298772,0.605
2019,23,25,4341644,0.576
2019,24,48,4444518,1.08
2019,25,46,4539058,1.013
2019,26,87,4611220,1.887
2019,27,124,4733869,2.619
2019,28,129,4818725,2.677
2019,29,161,4806144,3.35
2019,30,220,4614384,4.768
2019,31,231,4502311,5.131
2019,32,252,4421505,5.699
2019,33,325,4432973,7.331
2019,34,343,4460132,7.69
2019,35,331,4315866,7.669
2019,36,399,4372444,9.125
2019,37,408,4361286,9.355
2019,38,452,4305576,10.498
2019,39,462,4382349,10.542
2019,40,527,4105313,12.837
2019,41,496,4020254,12.338
2019,42,471,3974741,11.85
2019,43,511,3854040,13.259
2019,44,557,3967275,14.04
2019,45,578,3837909,15.06
2019,46,662,3889372,17.021
2019,47,751,4058038,18.506
2019,48,825,4282657,19.264
2019,49,879,4329775,20.301
2019,50,1005,4096572,24.533
2019,51,921,4004343,23
2019,52,1037,4001782,25.913
2019,53,1130,4068851,27.772
2019,54,1216,4305603,28.242
2019,55,1372,4374565,31.363
2019,56,1497,4361016,34.327
2019,57,1491,4342385,34.336
2019,58,1388,4385570,31.649
2019,59,1442,4413855,32.67
2019,60,1427,4252663,33.555
2019,61,1370,4215172,32.502
2019,62,1361,4156645,32.743
2019,63,1276,3996088,31.931
2019,64,1190,3950578,30.122
2019,65,1101,3774597,29.169
2019,66,1018,3618069,28.137
2019,67,904,3464437,26.094
2019,68,709,3345475,21.193
2019,69,740,3252423,22.752
2019,70,617,3136704,19.67
2019,71,595,3083083,19.299
2019,72,601,3191048,18.834
2019,73,434,2334433,18.591
2019,74,358,2283164,15.68
2019,75,348,2198286,15.831
2019,76,327,2222392,14.714
2019,77,277,1911261,14.493
2019,78,232,1720817,13.482
2019,79,188,1599909,11.751
2019,80,168,1475278,11.388
2019,81,152,1381641,11.001
2019,82,114,1241341,9.184
2019,83,120,1151190,10.424
2019,84,94,1067757,8.804
2020,16,3,4187874,Unreliable
2020,17,3,4164893,Unreliable
2020,18,9,4159857,Unreliable
2020,19,9,4272385,Unreliable
2020,20,13,4344572,Unreliable
2020,21,19,4283150,Unreliable
2020,22,27,4293020,0.629
2020,23,39,4315220,0.904
2020,24,60,4358793,1.377
2020,25,68,4461006,1.524
2020,26,118,4555511,2.59
2020,27,147,4628618,3.176
2020,28,197,4751001,4.146
2020,29,257,4835107,5.315
2020,30,288,4821081,5.974
2020,31,346,4627340,7.477
2020,32,391,4514736,8.661
2020,33,437,4432699,9.859
2020,34,496,4442547,11.165
2020,35,523,4466747,11.709
2020,36,593,4319361,13.729
2020,37,659,4374441,15.065
2020,38,638,4362662,14.624
2020,39,645,4305093,14.982
2020,40,748,4378957,17.082
2020,41,745,4100150,18.17
2020,42,709,4014287,17.662
2020,43,732,3967810,18.448
2020,44,752,3846684,19.549
2020,45,784,3957972,19.808
2020,46,778,3826694,20.331
2020,47,895,3876923,23.085
2020,48,956,4043448,23.643
2020,49,1095,4265569,25.671
2020,50,1182,4310670,27.42
2020,51,1292,4076434,31.694
2020,52,1245,3983727,31.252
2020,53,1337,3979962,33.593
2020,54,1524,4044734,37.679
2020,55,1593,4277856,37.238
2020,56,1661,4343881,38.238
2020,57,1791,4327862,41.383
2020,58,1720,4306615,39.939
2020,59,1812,4346885,41.685
2020,60,1693,4372095,38.723
2020,61,1681,4208976,39.938
2020,62,1614,4168433,38.72
2020,63,1597,4106492,38.89
2020,64,1517,3944582,38.458
2020,65,1346,3897420,34.536
2020,66,1265,3720410,34.002
2020,67,1120,3562236,31.441
2020,68,1005,3407082,29.497
2020,69,892,3286519,27.141
2020,70,772,3192029,24.185
2020,71,702,3074732,22.831
2020,72,648,3017173,21.477
2020,73,606,3117385,19.439
2020,74,468,2274412,20.577
2020,75,416,2219565,18.742
2020,76,354,2130427,16.616
2020,77,344,2147097,16.022
2020,78,267,1839828,14.512
2020,79,228,1649916,13.819
2020,80,191,1526957,12.509
2020,81,155,1400392,11.068
2020,82,152,1303809,11.658
2020,83,132,1163249,11.348
2020,84,122,1070307,11.399
